Column1,recordType,startTimeOfHalfHrPeriod,settlementPeriod,initialForecastPublishingPeriodCommencingTime,initialForecastSpnGeneration,latestForecastPublishingPeriodCommencingTime,latestForecastSpnGeneration,outTurnPublishingPeriodCommencingTime,fuelTypeGeneration,activeFlag,EFA,
95,WIND,20/11/2021,48,NULL,NULL,NULL,NULL,21/11/2021 00:00,9332,Y,1,
96,WIND,21/11/2021,1,19/11/2021 02:30,9519,20/11/2021 22:30,10681,21/11/2021 00:30,9309,Y,1,
97,WIND,21/11/2021,2,NULL,NULL,NULL,NULL,21/11/2021 01:00,9213,Y,1,
98,WIND,21/11/2021,3,19/11/2021 02:30,9734,20/11/2021 22:30,10859,21/11/2021 01:30,9060,Y,1,
99,WIND,21/11/2021,4,NULL,NULL,NULL,NULL,21/11/2021 02:00,9130,Y,1,
100,WIND,21/11/2021,5,19/11/2021 02:30,9954,20/11/2021 22:30,11205,21/11/2021 02:30,9264,Y,1,
101,WIND,21/11/2021,6,NULL,NULL,NULL,NULL,21/11/2021 03:00,9252,Y,2,
102,WIND,21/11/2021,7,19/11/2021 02:30,10178,20/11/2021 22:30,11333,21/11/2021 03:30,9409,Y,2,
103,WIND,21/11/2021,8,NULL,NULL,NULL,NULL,21/11/2021 04:00,9591,Y,2,
104,WIND,21/11/2021,9,19/11/2021 02:30,10364,20/11/2021 22:30,11364,21/11/2021 04:30,9521,Y,2,
105,WIND,21/11/2021,10,NULL,NULL,NULL,NULL,21/11/2021 05:00,9587,Y,2,
106,WIND,21/11/2021,11,19/11/2021 02:30,10548,20/11/2021 22:30,11323,21/11/2021 05:30,9536,Y,2,
107,WIND,21/11/2021,12,NULL,NULL,NULL,NULL,21/11/2021 06:00,9926,Y,2,
108,WIND,21/11/2021,13,19/11/2021 02:30,10728,20/11/2021 22:30,11304,21/11/2021 06:30,10363,Y,2,
109,WIND,21/11/2021,14,NULL,NULL,NULL,NULL,21/11/2021 07:00,10495,Y,3,
110,WIND,21/11/2021,15,19/11/2021 02:30,10881,20/11/2021 22:30,11362,21/11/2021 07:30,10496,Y,3,
111,WIND,21/11/2021,16,NULL,NULL,NULL,NULL,21/11/2021 08:00,10154,Y,3,
112,WIND,21/11/2021,17,19/11/2021 02:30,11019,20/11/2021 22:30,11439,21/11/2021 08:30,10223,Y,3,
113,WIND,21/11/2021,18,NULL,NULL,NULL,NULL,21/11/2021 09:00,10321,Y,3,
114,WIND,21/11/2021,19,19/11/2021 02:30,11140,20/11/2021 22:30,11385,21/11/2021 09:30,10523,Y,3,
115,WIND,21/11/2021,20,NULL,NULL,NULL,NULL,21/11/2021 10:00,10809,Y,3,
116,WIND,21/11/2021,21,19/11/2021 02:30,11299,20/11/2021 22:30,11196,21/11/2021 10:30,10674,Y,3,
117,WIND,21/11/2021,22,NULL,NULL,NULL,NULL,21/11/2021 11:00,10986,Y,4,
118,WIND,21/11/2021,23,19/11/2021 02:30,11424,20/11/2021 22:30,11235,21/11/2021 11:30,11175,Y,4,
119,WIND,21/11/2021,24,NULL,NULL,NULL,NULL,21/11/2021 12:00,11393,Y,4,
120,WIND,21/11/2021,25,19/11/2021 02:30,11517,20/11/2021 22:30,11291,21/11/2021 12:30,11333,Y,4,
121,WIND,21/11/2021,26,NULL,NULL,NULL,NULL,21/11/2021 13:00,11225,Y,4,
122,WIND,21/11/2021,27,19/11/2021 02:30,11731,20/11/2021 22:30,11297,21/11/2021 13:30,11149,Y,4,
123,WIND,21/11/2021,28,NULL,NULL,NULL,NULL,21/11/2021 14:00,11409,Y,4,
124,WIND,21/11/2021,29,19/11/2021 02:30,11907,20/11/2021 22:30,11185,21/11/2021 14:30,11534,Y,4,
125,WIND,21/11/2021,30,NULL,NULL,NULL,NULL,21/11/2021 15:00,11387,Y,5,
126,WIND,21/11/2021,31,19/11/2021 02:30,12045,20/11/2021 22:30,10905,21/11/2021 15:30,11357,Y,5,
127,WIND,21/11/2021,32,NULL,NULL,NULL,NULL,21/11/2021 16:00,11189,Y,5,
128,WIND,21/11/2021,33,19/11/2021 02:30,12086,20/11/2021 22:30,10641,21/11/2021 16:30,11078,Y,5,
129,WIND,21/11/2021,34,NULL,NULL,NULL,NULL,21/11/2021 17:00,11095,Y,5,
130,WIND,21/11/2021,35,19/11/2021 02:30,12075,20/11/2021 22:30,10322,21/11/2021 17:30,10793,Y,5,
131,WIND,21/11/2021,36,NULL,NULL,NULL,NULL,21/11/2021 18:00,10538,Y,5,
132,WIND,21/11/2021,37,19/11/2021 02:30,12013,20/11/2021 22:30,9930,21/11/2021 18:30,10522,Y,5,
133,WIND,21/11/2021,38,NULL,NULL,NULL,NULL,21/11/2021 19:00,10285,Y,6,
134,WIND,21/11/2021,39,19/11/2021 02:30,11696,20/11/2021 22:30,9478,21/11/2021 19:30,10126,Y,6,
135,WIND,21/11/2021,40,NULL,NULL,NULL,NULL,21/11/2021 20:00,9838,Y,6,
136,WIND,21/11/2021,41,19/11/2021 02:30,11345,20/11/2021 22:30,9022,21/11/2021 20:30,9458,Y,6,
137,WIND,21/11/2021,42,NULL,NULL,NULL,NULL,21/11/2021 21:00,9423,Y,6,
138,WIND,21/11/2021,43,19/11/2021 02:30,10975,21/11/2021 22:30,8397,21/11/2021 21:30,9544,Y,6,
139,WIND,21/11/2021,44,NULL,NULL,NULL,NULL,21/11/2021 22:00,9332,Y,6,
140,WIND,21/11/2021,45,20/11/2021 02:30,8992,21/11/2021 22:30,8048,21/11/2021 22:30,8884,Y,6,
141,WIND,21/11/2021,46,NULL,NULL,NULL,NULL,21/11/2021 23:00,8443,Y,1,
142,WIND,21/11/2021,47,20/11/2021 02:30,8690,21/11/2021 22:30,7616,21/11/2021 23:30,8427,Y,1,
143,WIND,21/11/2021,48,NULL,NULL,NULL,NULL,22/11/2021 00:00,8561,Y,1,
0,WIND,22/11/2021,1,20/11/2021 02:30,8405,21/11/2021 22:30,7343,22/11/2021 00:30,8383,Y,1,
1,WIND,22/11/2021,2,NULL,NULL,NULL,NULL,22/11/2021 01:00,8253,Y,1,
2,WIND,22/11/2021,3,20/11/2021 02:30,8131,21/11/2021 22:30,7266,22/11/2021 01:30,8165,Y,1,
3,WIND,22/11/2021,4,NULL,NULL,NULL,NULL,22/11/2021 02:00,8209,Y,1,
4,WIND,22/11/2021,5,20/11/2021 02:30,7875,21/11/2021 22:30,7148,22/11/2021 02:30,8316,Y,1,
5,WIND,22/11/2021,6,NULL,NULL,NULL,NULL,22/11/2021 03:00,8345,Y,2,
6,WIND,22/11/2021,7,20/11/2021 02:30,7642,21/11/2021 22:30,7067,22/11/2021 03:30,8038,Y,2,
7,WIND,22/11/2021,8,NULL,NULL,NULL,NULL,22/11/2021 04:00,8140,Y,2,
8,WIND,22/11/2021,9,20/11/2021 02:30,7470,21/11/2021 22:30,7073,22/11/2021 04:30,8054,Y,2,
9,WIND,22/11/2021,10,NULL,NULL,NULL,NULL,22/11/2021 05:00,8185,Y,2,
10,WIND,22/11/2021,11,20/11/2021 02:30,7314,21/11/2021 22:30,6946,22/11/2021 05:30,8160,Y,2,
11,WIND,22/11/2021,12,NULL,NULL,NULL,NULL,22/11/2021 06:00,8031,Y,2,
12,WIND,22/11/2021,13,20/11/2021 02:30,7175,21/11/2021 22:30,6865,22/11/2021 06:30,8275,Y,2,
13,WIND,22/11/2021,14,NULL,NULL,NULL,NULL,22/11/2021 07:00,8238,Y,3,
14,WIND,22/11/2021,15,20/11/2021 02:30,6945,21/11/2021 22:30,6664,22/11/2021 07:30,8085,Y,3,
15,WIND,22/11/2021,16,NULL,NULL,NULL,NULL,22/11/2021 08:00,7526,Y,3,
16,WIND,22/11/2021,17,20/11/2021 02:30,6714,21/11/2021 22:30,6424,22/11/2021 08:30,7230,Y,3,
17,WIND,22/11/2021,18,NULL,NULL,NULL,NULL,22/11/2021 09:00,7115,Y,3,
18,WIND,22/11/2021,19,20/11/2021 02:30,6481,21/11/2021 22:30,6103,22/11/2021 09:30,6723,Y,3,
19,WIND,22/11/2021,20,NULL,NULL,NULL,NULL,22/11/2021 10:00,6434,Y,3,
20,WIND,22/11/2021,21,20/11/2021 02:30,6119,21/11/2021 22:30,5729,22/11/2021 10:30,6109,Y,3,
21,WIND,22/11/2021,22,NULL,NULL,NULL,NULL,22/11/2021 11:00,6031,Y,4,
22,WIND,22/11/2021,23,20/11/2021 02:30,5729,21/11/2021 22:30,5416,22/11/2021 11:30,5854,Y,4,
23,WIND,22/11/2021,24,NULL,NULL,NULL,NULL,22/11/2021 12:00,5928,Y,4,
24,WIND,22/11/2021,25,20/11/2021 02:30,5314,21/11/2021 22:30,5081,22/11/2021 12:30,5889,Y,4,
25,WIND,22/11/2021,26,NULL,NULL,NULL,NULL,22/11/2021 13:00,6296,Y,4,
26,WIND,22/11/2021,27,20/11/2021 02:30,5157,21/11/2021 22:30,5021,22/11/2021 13:30,6213,Y,4,
27,WIND,22/11/2021,28,NULL,NULL,NULL,NULL,22/11/2021 14:00,6303,Y,4,
28,WIND,22/11/2021,29,20/11/2021 02:30,5000,21/11/2021 22:30,5193,22/11/2021 14:30,6463,Y,4,
29,WIND,22/11/2021,30,NULL,NULL,NULL,NULL,22/11/2021 15:00,6392,Y,5,
30,WIND,22/11/2021,31,20/11/2021 02:30,4844,21/11/2021 22:30,5259,22/11/2021 15:30,6671,Y,5,
31,WIND,22/11/2021,32,NULL,NULL,NULL,NULL,22/11/2021 16:00,6655,Y,5,
32,WIND,22/11/2021,33,20/11/2021 02:30,4755,21/11/2021 22:30,5287,22/11/2021 16:30,6732,Y,5,
33,WIND,22/11/2021,34,NULL,NULL,NULL,NULL,22/11/2021 17:00,6425,Y,5,
34,WIND,22/11/2021,35,20/11/2021 02:30,4669,21/11/2021 22:30,5315,22/11/2021 17:30,6275,Y,5,
35,WIND,22/11/2021,36,NULL,NULL,NULL,NULL,22/11/2021 18:00,6338,Y,5,
36,WIND,22/11/2021,37,20/11/2021 02:30,4587,21/11/2021 22:30,5086,22/11/2021 18:30,6139,Y,5,
37,WIND,22/11/2021,38,NULL,NULL,NULL,NULL,22/11/2021 19:00,5970,Y,6,
38,WIND,22/11/2021,39,20/11/2021 02:30,4325,21/11/2021 22:30,4673,22/11/2021 19:30,6073,Y,6,
39,WIND,22/11/2021,40,NULL,NULL,NULL,NULL,22/11/2021 20:00,5983,Y,6,
40,WIND,22/11/2021,41,20/11/2021 02:30,4076,21/11/2021 22:30,4222,22/11/2021 20:30,5763,Y,6,
41,WIND,22/11/2021,42,NULL,NULL,NULL,NULL,22/11/2021 21:00,5513,Y,6,
42,WIND,22/11/2021,43,20/11/2021 02:30,3841,22/11/2021 22:30,3688,22/11/2021 21:30,5241,Y,6,
43,WIND,22/11/2021,44,NULL,NULL,NULL,NULL,22/11/2021 22:00,5214,Y,6,
44,WIND,22/11/2021,45,21/11/2021 02:30,3620,22/11/2021 22:30,3344,22/11/2021 22:30,5130,Y,6,
45,WIND,22/11/2021,46,NULL,NULL,NULL,NULL,22/11/2021 23:00,4818,Y,1,
46,WIND,22/11/2021,47,21/11/2021 02:30,3372,22/11/2021 22:30,3118,22/11/2021 23:30,4492,Y,1,
47,WIND,22/11/2021,48,NULL,NULL,NULL,NULL,23/11/2021 00:00,4446,Y,1,
48,WIND,23/11/2021,1,21/11/2021 02:30,3137,22/11/2021 22:30,3108,23/11/2021 00:30,4426,Y,1,
49,WIND,23/11/2021,2,NULL,NULL,NULL,NULL,23/11/2021 01:00,4486,Y,1,
50,WIND,23/11/2021,3,21/11/2021 02:30,3091,22/11/2021 22:30,3263,23/11/2021 01:30,4329,Y,1,
51,WIND,23/11/2021,4,NULL,NULL,NULL,NULL,23/11/2021 02:00,4322,Y,1,
52,WIND,23/11/2021,5,21/11/2021 02:30,3053,22/11/2021 22:30,3400,23/11/2021 02:30,4406,Y,1,
53,WIND,23/11/2021,6,NULL,NULL,NULL,NULL,23/11/2021 03:00,4554,Y,2,
54,WIND,23/11/2021,7,21/11/2021 02:30,3024,22/11/2021 22:30,3449,23/11/2021 03:30,4511,Y,2,
55,WIND,23/11/2021,8,NULL,NULL,NULL,NULL,23/11/2021 04:00,4445,Y,2,
56,WIND,23/11/2021,9,21/11/2021 02:30,3029,22/11/2021 22:30,3415,23/11/2021 04:30,4302,Y,2,
57,WIND,23/11/2021,10,NULL,NULL,NULL,NULL,23/11/2021 05:00,4239,Y,2,
58,WIND,23/11/2021,11,21/11/2021 02:30,3035,22/11/2021 22:30,3285,23/11/2021 05:30,4238,Y,2,
59,WIND,23/11/2021,12,NULL,NULL,NULL,NULL,23/11/2021 06:00,4111,Y,2,
60,WIND,23/11/2021,13,21/11/2021 02:30,3044,22/11/2021 22:30,3226,23/11/2021 06:30,3942,Y,2,
61,WIND,23/11/2021,14,NULL,NULL,NULL,NULL,23/11/2021 07:00,3763,Y,3,
62,WIND,23/11/2021,15,21/11/2021 02:30,2880,22/11/2021 22:30,3033,23/11/2021 07:30,3819,Y,3,
63,WIND,23/11/2021,16,NULL,NULL,NULL,NULL,23/11/2021 08:00,3631,Y,3,
64,WIND,23/11/2021,17,21/11/2021 02:30,2728,22/11/2021 22:30,2890,23/11/2021 08:30,3725,Y,3,
65,WIND,23/11/2021,18,NULL,NULL,NULL,NULL,23/11/2021 09:00,3742,Y,3,
66,WIND,23/11/2021,19,21/11/2021 02:30,2587,22/11/2021 22:30,2787,23/11/2021 09:30,3786,Y,3,
67,WIND,23/11/2021,20,NULL,NULL,NULL,NULL,23/11/2021 10:00,3580,Y,3,
68,WIND,23/11/2021,21,21/11/2021 02:30,2469,22/11/2021 22:30,2700,23/11/2021 10:30,3588,Y,3,
69,WIND,23/11/2021,22,NULL,NULL,NULL,NULL,23/11/2021 14:10,592,Y,4,
70,WIND,23/11/2021,23,21/11/2021 02:30,2362,22/11/2021 22:30,2675,23/11/2021 14:11,0,Y,4,
71,WIND,23/11/2021,24,NULL,NULL,NULL,NULL,23/11/2021 14:11,0,Y,4,
72,WIND,23/11/2021,25,21/11/2021 02:30,2263,22/11/2021 22:30,2707,23/11/2021 14:12,1831,Y,4,
73,WIND,23/11/2021,26,NULL,NULL,NULL,NULL,23/11/2021 14:12,3721,Y,4,
74,WIND,23/11/2021,27,21/11/2021 02:30,2336,22/11/2021 22:30,2831,23/11/2021 14:13,3769,Y,4,
75,WIND,23/11/2021,28,NULL,NULL,NULL,NULL,23/11/2021 14:13,3672,Y,4,
76,WIND,23/11/2021,29,21/11/2021 02:30,2413,22/11/2021 22:30,2936,23/11/2021 14:30,3629,Y,4,
77,WIND,23/11/2021,30,NULL,NULL,NULL,NULL,23/11/2021 15:00,3611,Y,5,
78,WIND,23/11/2021,31,21/11/2021 02:30,2494,22/11/2021 22:30,3019,23/11/2021 15:30,3749,Y,5,
79,WIND,23/11/2021,32,NULL,NULL,NULL,NULL,23/11/2021 16:00,3996,Y,5,
80,WIND,23/11/2021,33,21/11/2021 02:30,2552,22/11/2021 22:30,3164,23/11/2021 16:30,3763,Y,5,
81,WIND,23/11/2021,34,NULL,NULL,NULL,NULL,23/11/2021 17:00,3582,Y,5,
82,WIND,23/11/2021,35,21/11/2021 02:30,2615,22/11/2021 22:30,3356,23/11/2021 17:30,3859,Y,5,
83,WIND,23/11/2021,36,NULL,NULL,NULL,NULL,23/11/2021 18:00,4002,Y,5,
84,WIND,23/11/2021,37,21/11/2021 02:30,2683,22/11/2021 22:30,3483,23/11/2021 18:30,4018,Y,5,
85,WIND,23/11/2021,38,NULL,NULL,NULL,NULL,23/11/2021 19:00,3961,Y,6,
86,WIND,23/11/2021,39,21/11/2021 02:30,2708,22/11/2021 22:30,3683,23/11/2021 19:30,4104,Y,6,
87,WIND,23/11/2021,40,NULL,NULL,NULL,NULL,23/11/2021 20:00,4156,Y,6,
88,WIND,23/11/2021,41,21/11/2021 02:30,2751,22/11/2021 22:30,3909,23/11/2021 20:30,4255,Y,6,
89,WIND,23/11/2021,42,NULL,NULL,NULL,NULL,23/11/2021 21:00,4643,Y,6,
90,WIND,23/11/2021,43,21/11/2021 02:30,2813,23/11/2021 22:30,4048,23/11/2021 21:30,4552,Y,6,
91,WIND,23/11/2021,44,NULL,NULL,NULL,NULL,23/11/2021 22:00,4569,Y,6,
92,WIND,23/11/2021,45,22/11/2021 02:30,3693,23/11/2021 22:30,4253,23/11/2021 22:30,4515,Y,6,
93,WIND,23/11/2021,46,NULL,NULL,NULL,NULL,23/11/2021 23:00,4408,Y,1,
94,WIND,23/11/2021,47,22/11/2021 02:30,3933,23/11/2021 22:30,4412,23/11/2021 23:30,4473,Y,1,
95,WIND,23/11/2021,48,NULL,NULL,NULL,NULL,24/11/2021 00:00,4628,Y,1,
96,WIND,24/11/2021,1,22/11/2021 02:30,4191,23/11/2021 22:30,4623,24/11/2021 00:30,4675,Y,1,
97,WIND,24/11/2021,2,NULL,NULL,NULL,NULL,24/11/2021 01:00,4675,Y,1,
98,WIND,24/11/2021,3,22/11/2021 02:30,4379,23/11/2021 22:30,4837,24/11/2021 01:30,4663,Y,1,
99,WIND,24/11/2021,4,NULL,NULL,NULL,NULL,24/11/2021 02:00,4611,Y,1,
100,WIND,24/11/2021,5,22/11/2021 02:30,4588,23/11/2021 22:30,5080,24/11/2021 02:30,4566,Y,1,
101,WIND,24/11/2021,6,NULL,NULL,NULL,NULL,24/11/2021 03:00,4424,Y,2,
102,WIND,24/11/2021,7,22/11/2021 02:30,4815,23/11/2021 22:30,5245,24/11/2021 03:30,4529,Y,2,
103,WIND,24/11/2021,8,NULL,NULL,NULL,NULL,24/11/2021 04:00,4387,Y,2,
104,WIND,24/11/2021,9,22/11/2021 02:30,4883,23/11/2021 22:30,5295,24/11/2021 04:30,4184,Y,2,
105,WIND,24/11/2021,10,NULL,NULL,NULL,NULL,24/11/2021 05:00,4095,Y,2,
106,WIND,24/11/2021,11,22/11/2021 02:30,4949,23/11/2021 22:30,5213,24/11/2021 05:30,4173,Y,2,
107,WIND,24/11/2021,12,NULL,NULL,NULL,NULL,24/11/2021 06:00,4219,Y,2,
108,WIND,24/11/2021,13,22/11/2021 02:30,5010,23/11/2021 22:30,5086,24/11/2021 06:30,4619,Y,2,
109,WIND,24/11/2021,14,NULL,NULL,NULL,NULL,24/11/2021 07:00,5167,Y,3,
110,WIND,24/11/2021,15,22/11/2021 02:30,4886,23/11/2021 22:30,5168,24/11/2021 07:30,5366,Y,3,
111,WIND,24/11/2021,16,NULL,NULL,NULL,NULL,24/11/2021 08:00,5514,Y,3,
112,WIND,24/11/2021,17,22/11/2021 02:30,4767,23/11/2021 22:30,5210,24/11/2021 08:30,5656,Y,3,
113,WIND,24/11/2021,18,NULL,NULL,NULL,NULL,24/11/2021 09:00,5859,Y,3,
114,WIND,24/11/2021,19,22/11/2021 02:30,4658,23/11/2021 22:30,5055,24/11/2021 09:30,5383,Y,3,
115,WIND,24/11/2021,20,NULL,NULL,NULL,NULL,24/11/2021 10:00,5384,Y,3,
116,WIND,24/11/2021,21,22/11/2021 02:30,4439,23/11/2021 22:30,4878,24/11/2021 10:30,5581,Y,3,
117,WIND,24/11/2021,22,NULL,NULL,NULL,NULL,24/11/2021 11:00,5538,Y,4,
118,WIND,24/11/2021,23,22/11/2021 02:30,4226,23/11/2021 22:30,4824,24/11/2021 11:30,5531,Y,4,
119,WIND,24/11/2021,24,NULL,NULL,NULL,NULL,24/11/2021 12:00,5548,Y,4,
120,WIND,24/11/2021,25,22/11/2021 02:30,4026,23/11/2021 22:30,4762,24/11/2021 12:30,5365,Y,4,
121,WIND,24/11/2021,26,NULL,NULL,NULL,NULL,24/11/2021 13:00,5172,Y,4,
122,WIND,24/11/2021,27,22/11/2021 02:30,3744,23/11/2021 22:30,4751,24/11/2021 13:30,5382,Y,4,
123,WIND,24/11/2021,28,NULL,NULL,NULL,NULL,24/11/2021 14:00,5653,Y,4,
124,WIND,24/11/2021,29,22/11/2021 02:30,3486,23/11/2021 22:30,4609,24/11/2021 14:30,5311,Y,4,
125,WIND,24/11/2021,30,NULL,NULL,NULL,NULL,24/11/2021 15:00,4956,Y,5,
126,WIND,24/11/2021,31,22/11/2021 02:30,3252,23/11/2021 22:30,4515,24/11/2021 15:30,4667,Y,5,
127,WIND,24/11/2021,32,NULL,NULL,NULL,NULL,24/11/2021 16:00,4804,Y,5,
128,WIND,24/11/2021,33,22/11/2021 02:30,3221,23/11/2021 22:30,4540,24/11/2021 16:30,5289,Y,5,
129,WIND,24/11/2021,34,NULL,NULL,NULL,NULL,24/11/2021 17:00,5223,Y,5,
130,WIND,24/11/2021,35,22/11/2021 02:30,3206,23/11/2021 22:30,4699,24/11/2021 17:30,5310,Y,5,
131,WIND,24/11/2021,36,NULL,NULL,NULL,NULL,24/11/2021 18:00,5411,Y,5,
132,WIND,24/11/2021,37,22/11/2021 02:30,3204,23/11/2021 22:30,5069,24/11/2021 18:30,5335,Y,5,
133,WIND,24/11/2021,38,NULL,NULL,NULL,NULL,24/11/2021 19:00,5091,Y,6,
134,WIND,24/11/2021,39,22/11/2021 02:30,3351,23/11/2021 22:30,5491,24/11/2021 19:30,5260,Y,6,
135,WIND,24/11/2021,40,NULL,NULL,NULL,NULL,24/11/2021 20:00,5471,Y,6,
136,WIND,24/11/2021,41,22/11/2021 02:30,3502,23/11/2021 22:30,5789,24/11/2021 20:30,5691,Y,6,
137,WIND,24/11/2021,42,NULL,NULL,NULL,NULL,24/11/2021 21:00,5954,Y,6,
138,WIND,24/11/2021,43,22/11/2021 02:30,WIND3651,24/11/2021 22:30,6470,24/11/2021 21:30,6198,Y,6,
139,WIND,24/11/2021,44,NULL,NULL,NULL,NULL,24/11/2021 22:00,6361,Y,6,
140,WIND,24/11/2021,45,23/11/2021 02:30,WIND5996,24/11/2021 22:30,7018,24/11/2021 22:30,6432,Y,6,
141,WIND,24/11/2021,46,NULL,NULL,NULL,NULL,24/11/2021 23:00,6192,Y,1,
142,WIND,24/11/2021,47,23/11/2021 02:30,WIND6516,24/11/2021 22:30,7744,24/11/2021 23:30,5990,Y,1,
143,WIND,24/11/2021,48,NULL,NULL,NULL,NULL,25/11/2021 00:00,6197,Y,1,
0,WIND,25/11/2021,1,23/11/2021 02:30,WIND7049,24/11/2021 22:30,8493,25/11/2021 00:30,6615,Y,1,
1,WIND,25/11/2021,2,NULL,NULL,NULL,NULL,25/11/2021 01:00,6941,Y,1,
2,WIND,25/11/2021,3,23/11/2021 02:30,7611,24/11/2021 22:30,9283,25/11/2021 01:30,7199,Y,1,
3,WIND,25/11/2021,4,NULL,NULL,NULL,NULL,25/11/2021 02:00,7242,Y,1,
4,WIND,25/11/2021,5,23/11/2021 02:30,8230,24/11/2021 22:30,9750,25/11/2021 02:30,7468,Y,1,
5,WIND,25/11/2021,6,NULL,NULL,NULL,NULL,25/11/2021 03:00,7715,Y,2,
6,WIND,25/11/2021,7,23/11/2021 02:30,8897,24/11/2021 22:30,10254,25/11/2021 03:30,7561,Y,2,
7,WIND,25/11/2021,8,NULL,NULL,NULL,NULL,25/11/2021 04:00,7886,Y,2,
8,WIND,25/11/2021,9,23/11/2021 02:30,9459,24/11/2021 22:30,10685,25/11/2021 04:30,7824,Y,2,
9,WIND,25/11/2021,10,NULL,NULL,NULL,NULL,25/11/2021 05:00,8159,Y,2,
10,WIND,25/11/2021,11,23/11/2021 02:30,10042,24/11/2021 22:30,11233,25/11/2021 05:30,8260,Y,2,
11,WIND,25/11/2021,12,NULL,NULL,NULL,NULL,25/11/2021 06:00,8545,Y,2,
12,WIND,25/11/2021,13,23/11/2021 02:30,10629,24/11/2021 22:30,11777,25/11/2021 06:30,8614,Y,2,
13,WIND,25/11/2021,14,NULL,NULL,NULL,NULL,25/11/2021 07:00,9192,Y,3,
14,WIND,25/11/2021,15,23/11/2021 02:30,10986,24/11/2021 22:30,11721,25/11/2021 07:30,9951,Y,3,
15,WIND,25/11/2021,16,NULL,NULL,NULL,NULL,25/11/2021 08:00,10615,Y,3,
16,WIND,25/11/2021,17,23/11/2021 02:30,11303,24/11/2021 22:30,11430,25/11/2021 08:30,10233,Y,3,
17,WIND,25/11/2021,18,NULL,NULL,NULL,NULL,25/11/2021 09:00,9761,Y,3,
18,WIND,25/11/2021,19,23/11/2021 02:30,11564,24/11/2021 22:30,11197,25/11/2021 09:30,9585,Y,3,
19,WIND,25/11/2021,20,NULL,NULL,NULL,NULL,25/11/2021 10:00,9238,Y,3,
20,WIND,25/11/2021,21,23/11/2021 02:30,11563,24/11/2021 22:30,10623,25/11/2021 10:30,9058,Y,3,
21,WIND,25/11/2021,22,NULL,NULL,NULL,NULL,25/11/2021 11:00,8675,Y,4,
22,WIND,25/11/2021,23,23/11/2021 02:30,11499,24/11/2021 22:30,10099,25/11/2021 11:30,8509,Y,4,
23,WIND,25/11/2021,24,NULL,NULL,NULL,NULL,25/11/2021 12:00,8648,Y,4,
24,WIND,25/11/2021,25,23/11/2021 02:30,11373,24/11/2021 22:30,9557,25/11/2021 12:30,8269,Y,4,
25,WIND,25/11/2021,26,NULL,NULL,NULL,NULL,25/11/2021 13:00,8435,Y,4,
26,WIND,25/11/2021,27,23/11/2021 02:30,10998,24/11/2021 22:30,9275,25/11/2021 13:30,8411,Y,4,
27,WIND,25/11/2021,28,NULL,NULL,NULL,NULL,25/11/2021 14:00,8741,Y,4,
28,WIND,25/11/2021,29,23/11/2021 02:30,1.05E+73,24/11/2021 22:30,9030,25/11/2021 14:30,8847,Y,4,
29,WIND,25/11/2021,30,NULL,NULL,NULL,NULL,25/11/2021 15:00,8529,Y,5,
30,WIND,25/11/2021,31,23/11/2021 02:30,1.00E+97,24/11/2021 22:30,8633,25/11/2021 15:30,8804,Y,5,
31,WIND,25/11/2021,32,NULL,NULL,NULL,NULL,25/11/2021 16:00,9027,Y,5,
32,WIND,25/11/2021,33,23/11/2021 02:30,9671,24/11/2021 22:30,8718,25/11/2021 16:30,9182,Y,5,
33,WIND,25/11/2021,34,NULL,NULL,NULL,NULL,25/11/2021 17:00,9248,Y,5,
34,WIND,25/11/2021,35,23/11/2021 02:30,9214,24/11/2021 22:30,8703,25/11/2021 17:30,9767,Y,5,
35,WIND,25/11/2021,36,NULL,NULL,NULL,NULL,25/11/2021 18:00,9885,Y,5,
36,WIND,25/11/2021,37,23/11/2021 02:30,8755,24/11/2021 22:30,8846,25/11/2021 18:30,9992,Y,5,
37,WIND,25/11/2021,38,NULL,NULL,NULL,NULL,25/11/2021 19:00,10224,Y,6,
38,WIND,25/11/2021,39,23/11/2021 02:30,8717,24/11/2021 22:30,9282,25/11/2021 19:30,10495,Y,6,
39,WIND,25/11/2021,40,NULL,NULL,NULL,NULL,25/11/2021 20:00,11287,Y,6,
40,WIND,25/11/2021,41,23/11/2021 02:30,8665,24/11/2021 22:30,9785,25/11/2021 20:30,11670,Y,6,
41,WIND,25/11/2021,42,NULL,NULL,NULL,NULL,25/11/2021 21:00,11171,Y,6,
42,WIND,25/11/2021,43,23/11/2021 02:30,8567,25/11/2021 22:30,10533,25/11/2021 21:30,10191,Y,6,
43,WIND,25/11/2021,44,NULL,NULL,NULL,NULL,25/11/2021 22:00,9763,Y,6,
44,WIND,25/11/2021,45,24/11/2021 02:30,10668,25/11/2021 22:30,11116,25/11/2021 22:30,9595,Y,6,
45,WIND,25/11/2021,46,NULL,NULL,NULL,NULL,25/11/2021 23:00,9277,Y,1,
46,WIND,25/11/2021,47,24/11/2021 02:30,11310,25/11/2021 22:30,11336,25/11/2021 23:30,9209,Y,1,
47,WIND,25/11/2021,48,NULL,NULL,NULL,NULL,26/11/2021 00:00,9031,Y,1,
48,WIND,26/11/2021,1,24/11/2021 02:30,11652,25/11/2021 22:30,11585,26/11/2021 00:30,9278,Y,1,
