Column1,recordType,startTimeOfHalfHrPeriod,settlementPeriod,initialForecastPublishingPeriodCommencingTime,initialForecastSpnGeneration,latestForecastPublishingPeriodCommencingTime,latestForecastSpnGeneration,outTurnPublishingPeriodCommencingTime,fuelTypeGeneration,activeFlag,EFA,
48,WIND,14/11/2021,1,12/11/2021 02:30,3156,13/11/2021 22:30,4002,14/11/2021 00:30,4487,Y,1,
49,WIND,14/11/2021,2,NULL,NULL,NULL,NULL,14/11/2021 01:00,4664,Y,1,
50,WIND,14/11/2021,3,12/11/2021 02:30,3379,13/11/2021 22:30,4170,14/11/2021 01:30,4604,Y,1,
51,WIND,14/11/2021,4,NULL,NULL,NULL,NULL,14/11/2021 02:00,4697,Y,1,
52,WIND,14/11/2021,5,12/11/2021 02:30,3602,13/11/2021 22:30,4365,14/11/2021 02:30,4806,Y,1,
53,WIND,14/11/2021,6,NULL,NULL,NULL,NULL,14/11/2021 03:00,4887,Y,2,
54,WIND,14/11/2021,7,12/11/2021 02:30,3807,13/11/2021 22:30,4474,14/11/2021 03:30,4899,Y,2,
55,WIND,14/11/2021,8,NULL,NULL,NULL,NULL,14/11/2021 04:00,4890,Y,2,
56,WIND,14/11/2021,9,12/11/2021 02:30,3925,13/11/2021 22:30,4544,14/11/2021 04:30,4985,Y,2,
57,WIND,14/11/2021,10,NULL,NULL,NULL,NULL,14/11/2021 05:00,4930,Y,2,
58,WIND,14/11/2021,11,12/11/2021 02:30,4047,13/11/2021 22:30,4695,14/11/2021 05:30,4793,Y,2,
59,WIND,14/11/2021,12,NULL,NULL,NULL,NULL,14/11/2021 06:00,5042,Y,2,
60,WIND,14/11/2021,13,12/11/2021 02:30,4173,13/11/2021 22:30,4795,14/11/2021 06:30,5318,Y,2,
61,WIND,14/11/2021,14,NULL,NULL,NULL,NULL,14/11/2021 07:00,5081,Y,3,
62,WIND,14/11/2021,15,12/11/2021 02:30,4205,13/11/2021 22:30,4872,14/11/2021 07:30,5012,Y,3,
63,WIND,14/11/2021,16,NULL,NULL,NULL,NULL,14/11/2021 08:00,5106,Y,3,
64,WIND,14/11/2021,17,12/11/2021 02:30,4248,13/11/2021 22:30,4964,14/11/2021 08:30,4934,Y,3,
65,WIND,14/11/2021,18,NULL,NULL,NULL,NULL,14/11/2021 09:00,4997,Y,3,
66,WIND,14/11/2021,19,12/11/2021 02:30,4303,13/11/2021 22:30,4909,14/11/2021 09:30,5029,Y,3,
67,WIND,14/11/2021,20,NULL,NULL,NULL,NULL,14/11/2021 10:00,5005,Y,3,
68,WIND,14/11/2021,21,12/11/2021 02:30,4239,13/11/2021 22:30,4840,14/11/2021 10:30,5081,Y,3,
69,WIND,14/11/2021,22,NULL,NULL,NULL,NULL,14/11/2021 11:00,4981,Y,4,
70,WIND,14/11/2021,23,12/11/2021 02:30,4193,13/11/2021 22:30,4725,14/11/2021 11:30,4976,Y,4,
71,WIND,14/11/2021,24,NULL,NULL,NULL,NULL,14/11/2021 12:00,4728,Y,4,
72,WIND,14/11/2021,25,12/11/2021 02:30,4165,13/11/2021 22:30,4613,14/11/2021 12:30,4593,Y,4,
73,WIND,14/11/2021,26,NULL,NULL,NULL,NULL,14/11/2021 13:00,4501,Y,4,
74,WIND,14/11/2021,27,12/11/2021 02:30,4188,13/11/2021 22:30,4484,14/11/2021 13:30,4451,Y,4,
75,WIND,14/11/2021,28,NULL,NULL,NULL,NULL,14/11/2021 14:00,4432,Y,4,
76,WIND,14/11/2021,29,12/11/2021 02:30,4217,13/11/2021 22:30,4388,14/11/2021 14:30,4310,Y,4,
77,WIND,14/11/2021,30,NULL,NULL,NULL,NULL,14/11/2021 15:00,4050,Y,5,
78,WIND,14/11/2021,31,12/11/2021 02:30,4252,13/11/2021 22:30,4361,14/11/2021 15:30,4167,Y,5,
79,WIND,14/11/2021,32,NULL,NULL,NULL,NULL,14/11/2021 16:00,4175,Y,5,
80,WIND,14/11/2021,33,12/11/2021 02:30,4332,13/11/2021 22:30,4353,14/11/2021 16:30,4297,Y,5,
81,WIND,14/11/2021,34,NULL,NULL,NULL,NULL,14/11/2021 17:00,4510,Y,5,
82,WIND,14/11/2021,35,12/11/2021 02:30,4419,13/11/2021 22:30,4400,14/11/2021 17:30,4542,Y,5,
83,WIND,14/11/2021,36,NULL,NULL,NULL,NULL,14/11/2021 18:00,4677,Y,5,
84,WIND,14/11/2021,37,12/11/2021 02:30,4511,13/11/2021 22:30,4375,14/11/2021 18:30,4340,Y,5,
85,WIND,14/11/2021,38,NULL,NULL,NULL,NULL,14/11/2021 19:00,4322,Y,6,
86,WIND,14/11/2021,39,12/11/2021 02:30,4484,13/11/2021 22:30,4388,14/11/2021 19:30,4583,Y,6,
87,WIND,14/11/2021,40,NULL,NULL,NULL,NULL,14/11/2021 20:00,4640,Y,6,
88,WIND,14/11/2021,41,12/11/2021 02:30,4467,13/11/2021 22:30,4378,14/11/2021 20:30,4639,Y,6,
89,WIND,14/11/2021,42,NULL,NULL,NULL,NULL,14/11/2021 21:00,4577,Y,6,
90,WIND,14/11/2021,43,12/11/2021 02:30,4461,14/11/2021 22:30,3853,14/11/2021 21:30,4341,Y,6,
91,WIND,14/11/2021,44,NULL,NULL,NULL,NULL,14/11/2021 22:00,4201,Y,6,
92,WIND,14/11/2021,45,13/11/2021 02:30,3900,14/11/2021 22:30,3541,14/11/2021 22:30,4140,Y,6,
93,WIND,14/11/2021,46,NULL,NULL,NULL,NULL,14/11/2021 23:00,3949,Y,1,
94,WIND,14/11/2021,47,13/11/2021 02:30,3622,14/11/2021 22:30,3225,14/11/2021 23:30,3907,Y,1,
95,WIND,14/11/2021,48,NULL,NULL,NULL,NULL,15/11/2021 00:00,3936,Y,1,
96,WIND,15/11/2021,1,13/11/2021 02:30,3363,14/11/2021 22:30,2839,15/11/2021 00:30,3915,Y,1,
97,WIND,15/11/2021,2,NULL,NULL,NULL,NULL,15/11/2021 01:00,3553,Y,1,
98,WIND,15/11/2021,3,13/11/2021 02:30,2905,14/11/2021 22:30,2444,15/11/2021 01:30,3251,Y,1,
99,WIND,15/11/2021,4,NULL,NULL,NULL,NULL,15/11/2021 02:00,2760,Y,1,
100,WIND,15/11/2021,5,13/11/2021 02:30,2469,14/11/2021 22:30,2086,15/11/2021 02:30,2444,Y,1,
101,WIND,15/11/2021,6,NULL,NULL,NULL,NULL,15/11/2021 03:00,2190,Y,2,
102,WIND,15/11/2021,7,13/11/2021 02:30,2105,14/11/2021 22:30,1702,15/11/2021 03:30,2046,Y,2,
103,WIND,15/11/2021,8,NULL,NULL,NULL,NULL,15/11/2021 04:00,1956,Y,2,
104,WIND,15/11/2021,9,13/11/2021 02:30,1859,14/11/2021 22:30,1411,15/11/2021 04:30,1752,Y,2,
105,WIND,15/11/2021,10,NULL,NULL,NULL,NULL,15/11/2021 05:00,1601,Y,2,
106,WIND,15/11/2021,11,13/11/2021 02:30,1679,14/11/2021 22:30,1240,15/11/2021 05:30,1583,Y,2,
107,WIND,15/11/2021,12,NULL,NULL,NULL,NULL,15/11/2021 06:00,1371,Y,2,
108,WIND,15/11/2021,13,13/11/2021 02:30,1552,14/11/2021 22:30,1141,15/11/2021 06:30,1278,Y,2,
109,WIND,15/11/2021,14,NULL,NULL,NULL,NULL,15/11/2021 07:00,1271,Y,3,
110,WIND,15/11/2021,15,13/11/2021 02:30,1550,14/11/2021 22:30,1102,15/11/2021 07:30,1189,Y,3,
111,WIND,15/11/2021,16,NULL,NULL,NULL,NULL,15/11/2021 08:00,1257,Y,3,
112,WIND,15/11/2021,17,13/11/2021 02:30,1562,14/11/2021 22:30,1080,15/11/2021 08:30,1246,Y,3,
113,WIND,15/11/2021,18,NULL,NULL,NULL,NULL,15/11/2021 09:00,1168,Y,3,
114,WIND,15/11/2021,19,13/11/2021 02:30,1587,14/11/2021 22:30,1009,15/11/2021 09:30,1026,Y,3,
115,WIND,15/11/2021,20,NULL,NULL,NULL,NULL,15/11/2021 10:00,997,Y,3,
116,WIND,15/11/2021,21,13/11/2021 02:30,1496,14/11/2021 22:30,935,15/11/2021 10:30,920,Y,3,
117,WIND,15/11/2021,22,NULL,NULL,NULL,NULL,15/11/2021 11:00,883,Y,4,
118,WIND,15/11/2021,23,13/11/2021 02:30,1415,14/11/2021 22:30,863,15/11/2021 11:30,849,Y,4,
119,WIND,15/11/2021,24,NULL,NULL,NULL,NULL,15/11/2021 12:00,982,Y,4,
120,WIND,15/11/2021,25,13/11/2021 02:30,1343,14/11/2021 22:30,825,15/11/2021 12:30,1150,Y,4,
121,WIND,15/11/2021,26,NULL,NULL,NULL,NULL,15/11/2021 13:00,1272,Y,4,
122,WIND,15/11/2021,27,13/11/2021 02:30,1346,14/11/2021 22:30,905,15/11/2021 13:30,1422,Y,4,
123,WIND,15/11/2021,28,NULL,NULL,NULL,NULL,15/11/2021 14:00,1522,Y,4,
124,WIND,15/11/2021,29,13/11/2021 02:30,1360,14/11/2021 22:30,1027,15/11/2021 14:30,1587,Y,4,
125,WIND,15/11/2021,30,NULL,NULL,NULL,NULL,15/11/2021 15:00,1718,Y,5,
126,WIND,15/11/2021,31,13/11/2021 02:30,1386,14/11/2021 22:30,1229,15/11/2021 15:30,1860,Y,5,
127,WIND,15/11/2021,32,NULL,NULL,NULL,NULL,15/11/2021 16:00,1937,Y,5,
128,WIND,15/11/2021,33,13/11/2021 02:30,1545,14/11/2021 22:30,1474,15/11/2021 16:30,2118,Y,5,
129,WIND,15/11/2021,34,NULL,NULL,NULL,NULL,15/11/2021 17:00,2377,Y,5,
130,WIND,15/11/2021,35,13/11/2021 02:30,1723,14/11/2021 22:30,1693,15/11/2021 17:30,2537,Y,5,
131,WIND,15/11/2021,36,NULL,NULL,NULL,NULL,15/11/2021 18:00,2521,Y,5,
132,WIND,15/11/2021,37,13/11/2021 02:30,1923,14/11/2021 22:30,1946,15/11/2021 18:30,2586,Y,5,
133,WIND,15/11/2021,38,NULL,NULL,NULL,NULL,15/11/2021 19:00,2651,Y,6,
134,WIND,15/11/2021,39,13/11/2021 02:30,1977,14/11/2021 22:30,2146,15/11/2021 19:30,2614,Y,6,
135,WIND,15/11/2021,40,NULL,NULL,NULL,NULL,15/11/2021 20:00,2656,Y,6,
136,WIND,15/11/2021,41,13/11/2021 02:30,2056,14/11/2021 22:30,2292,15/11/2021 20:30,2689,Y,6,
137,WIND,15/11/2021,42,NULL,NULL,NULL,NULL,15/11/2021 21:00,2722,Y,6,
138,WIND,15/11/2021,43,13/11/2021 02:30,2162,15/11/2021 22:30,2677,15/11/2021 21:30,2844,Y,6,
139,WIND,15/11/2021,44,NULL,NULL,NULL,NULL,15/11/2021 22:00,2786,Y,6,
140,WIND,15/11/2021,45,14/11/2021 02:30,1862,15/11/2021 22:30,2830,15/11/2021 22:30,2921,Y,6,
141,WIND,15/11/2021,46,NULL,NULL,NULL,NULL,15/11/2021 23:00,3029,Y,1,
142,WIND,15/11/2021,47,14/11/2021 02:30,2008,15/11/2021 22:30,2977,15/11/2021 23:30,2932,Y,1,
143,WIND,15/11/2021,48,NULL,NULL,NULL,NULL,16/11/2021 00:00,2913,Y,1,
0,WIND,16/11/2021,1,14/11/2021 02:30,2174,15/11/2021 22:30,3126,16/11/2021 00:30,2994,Y,1,
1,WIND,16/11/2021,2,NULL,NULL,NULL,NULL,16/11/2021 01:00,2990,Y,1,
2,WIND,16/11/2021,3,14/11/2021 02:30,2405,15/11/2021 22:30,3267,16/11/2021 01:30,3037,Y,1,
3,WIND,16/11/2021,4,NULL,NULL,NULL,NULL,16/11/2021 02:00,3144,Y,1,
4,WIND,16/11/2021,5,14/11/2021 02:30,2659,15/11/2021 22:30,3395,16/11/2021 02:30,3264,Y,1,
5,WIND,16/11/2021,6,NULL,NULL,NULL,NULL,16/11/2021 03:00,3361,Y,2,
6,WIND,16/11/2021,7,14/11/2021 02:30,2935,15/11/2021 22:30,3617,16/11/2021 03:30,3513,Y,2,
7,WIND,16/11/2021,8,NULL,NULL,NULL,NULL,16/11/2021 04:00,3715,Y,2,
8,WIND,16/11/2021,9,14/11/2021 02:30,3309,15/11/2021 22:30,3965,16/11/2021 04:30,3600,Y,2,
9,WIND,16/11/2021,10,NULL,NULL,NULL,NULL,16/11/2021 05:00,3620,Y,2,
10,WIND,16/11/2021,11,14/11/2021 02:30,3707,15/11/2021 22:30,4316,16/11/2021 05:30,3609,Y,2,
11,WIND,16/11/2021,12,NULL,NULL,NULL,NULL,16/11/2021 06:00,3687,Y,2,
12,WIND,16/11/2021,13,14/11/2021 02:30,4125,15/11/2021 22:30,4700,16/11/2021 06:30,3817,Y,2,
13,WIND,16/11/2021,14,NULL,NULL,NULL,NULL,16/11/2021 07:00,4260,Y,3,
14,WIND,16/11/2021,15,14/11/2021 02:30,4527,15/11/2021 22:30,5142,16/11/2021 07:30,4552,Y,3,
15,WIND,16/11/2021,16,NULL,NULL,NULL,NULL,16/11/2021 08:00,5188,Y,3,
16,WIND,16/11/2021,17,14/11/2021 02:30,4937,15/11/2021 22:30,5690,16/11/2021 08:30,5144,Y,3,
17,WIND,16/11/2021,18,NULL,NULL,NULL,NULL,16/11/2021 09:00,5413,Y,3,
18,WIND,16/11/2021,19,14/11/2021 02:30,5356,15/11/2021 22:30,6395,16/11/2021 09:30,5751,Y,3,
19,WIND,16/11/2021,20,NULL,NULL,NULL,NULL,16/11/2021 10:00,5879,Y,3,
20,WIND,16/11/2021,21,14/11/2021 02:30,5625,15/11/2021 22:30,7040,16/11/2021 10:30,6060,Y,3,
21,WIND,16/11/2021,22,NULL,NULL,NULL,NULL,16/11/2021 11:00,6438,Y,4,
22,WIND,16/11/2021,23,14/11/2021 02:30,5905,15/11/2021 22:30,7711,16/11/2021 11:30,6868,Y,4,
23,WIND,16/11/2021,24,NULL,NULL,NULL,NULL,16/11/2021 12:00,7107,Y,4,
24,WIND,16/11/2021,25,14/11/2021 02:30,6190,15/11/2021 22:30,8309,16/11/2021 12:30,7212,Y,4,
25,WIND,16/11/2021,26,NULL,NULL,NULL,NULL,16/11/2021 13:00,7200,Y,4,
26,WIND,16/11/2021,27,14/11/2021 02:30,6274,15/11/2021 22:30,8690,16/11/2021 13:30,7401,Y,4,
27,WIND,16/11/2021,28,NULL,NULL,NULL,NULL,16/11/2021 14:00,7589,Y,4,
28,WIND,16/11/2021,29,14/11/2021 02:30,6350,15/11/2021 22:30,8951,16/11/2021 14:30,7369,Y,4,
29,WIND,16/11/2021,30,NULL,NULL,NULL,NULL,16/11/2021 15:00,7663,Y,5,
30,WIND,16/11/2021,31,14/11/2021 02:30,6418,15/11/2021 22:30,9206,16/11/2021 15:30,7746,Y,5,
31,WIND,16/11/2021,32,NULL,NULL,NULL,NULL,16/11/2021 16:00,7819,Y,5,
32,WIND,16/11/2021,33,14/11/2021 02:30,6423,15/11/2021 22:30,9398,16/11/2021 16:30,7840,Y,5,
33,WIND,16/11/2021,34,NULL,NULL,NULL,NULL,16/11/2021 17:00,8129,Y,5,
34,WIND,16/11/2021,35,14/11/2021 02:30,6429,15/11/2021 22:30,9532,16/11/2021 17:30,8404,Y,5,
35,WIND,16/11/2021,36,NULL,NULL,NULL,NULL,16/11/2021 18:00,8833,Y,5,
36,WIND,16/11/2021,37,14/11/2021 02:30,6442,15/11/2021 22:30,9624,16/11/2021 18:30,9199,Y,5,
37,WIND,16/11/2021,38,NULL,NULL,NULL,NULL,16/11/2021 19:00,9428,Y,6,
38,WIND,16/11/2021,39,14/11/2021 02:30,6510,15/11/2021 22:30,9916,16/11/2021 19:30,9309,Y,6,
39,WIND,16/11/2021,40,NULL,NULL,NULL,NULL,16/11/2021 20:00,9368,Y,6,
40,WIND,16/11/2021,41,14/11/2021 02:30,6591,15/11/2021 22:30,10189,16/11/2021 20:30,9549,Y,6,
41,WIND,16/11/2021,42,NULL,NULL,NULL,NULL,16/11/2021 21:00,9766,Y,6,
42,WIND,16/11/2021,43,14/11/2021 02:30,6684,16/11/2021 22:30,9862,16/11/2021 21:30,9964,Y,6,
43,WIND,16/11/2021,44,NULL,NULL,NULL,NULL,16/11/2021 22:00,9931,Y,6,
44,WIND,16/11/2021,45,15/11/2021 02:30,9950,16/11/2021 22:30,10048,16/11/2021 22:30,9424,Y,6,
45,WIND,16/11/2021,46,NULL,NULL,NULL,NULL,16/11/2021 23:00,8946,Y,1,
46,WIND,16/11/2021,47,15/11/2021 02:30,10145,16/11/2021 22:30,10148,16/11/2021 23:30,8895,Y,1,
47,WIND,16/11/2021,48,NULL,NULL,NULL,NULL,17/11/2021 00:00,9208,Y,1,
48,WIND,17/11/2021,1,15/11/2021 02:30,10338,16/11/2021 22:30,10343,17/11/2021 00:30,9087,Y,1,
49,WIND,17/11/2021,2,NULL,NULL,NULL,NULL,17/11/2021 01:00,8879,Y,1,
50,WIND,17/11/2021,3,15/11/2021 02:30,10443,16/11/2021 22:30,10594,17/11/2021 01:30,9103,Y,1,
51,WIND,17/11/2021,4,NULL,NULL,NULL,NULL,17/11/2021 02:00,9580,Y,1,
52,WIND,17/11/2021,5,15/11/2021 02:30,10547,16/11/2021 22:30,10500,17/11/2021 02:30,9050,Y,1,
53,WIND,17/11/2021,6,NULL,NULL,NULL,NULL,17/11/2021 03:00,8519,Y,2,
54,WIND,17/11/2021,7,15/11/2021 02:30,10651,16/11/2021 22:30,10516,17/11/2021 03:30,8744,Y,2,
55,WIND,17/11/2021,8,NULL,NULL,NULL,NULL,17/11/2021 04:00,8810,Y,2,
56,WIND,17/11/2021,9,15/11/2021 02:30,10650,16/11/2021 22:30,10718,17/11/2021 04:30,8715,Y,2,
57,WIND,17/11/2021,10,NULL,NULL,NULL,NULL,17/11/2021 05:00,8772,Y,2,
58,WIND,17/11/2021,11,15/11/2021 02:30,10649,16/11/2021 22:30,10973,17/11/2021 05:30,8862,Y,2,
59,WIND,17/11/2021,12,NULL,NULL,NULL,NULL,17/11/2021 06:00,9202,Y,2,
60,WIND,17/11/2021,13,15/11/2021 02:30,10647,16/11/2021 22:30,11046,17/11/2021 06:30,9716,Y,2,
61,WIND,17/11/2021,14,NULL,NULL,NULL,NULL,17/11/2021 07:00,10108,Y,3,
62,WIND,17/11/2021,15,15/11/2021 02:30,10518,16/11/2021 22:30,10871,17/11/2021 07:30,10743,Y,3,
63,WIND,17/11/2021,16,NULL,NULL,NULL,NULL,17/11/2021 08:00,10777,Y,3,
64,WIND,17/11/2021,17,15/11/2021 02:30,10386,16/11/2021 22:30,10701,17/11/2021 08:30,10445,Y,3,
65,WIND,17/11/2021,18,NULL,NULL,NULL,NULL,17/11/2021 09:00,10514,Y,3,
66,WIND,17/11/2021,19,15/11/2021 02:30,10251,16/11/2021 22:30,10552,17/11/2021 09:30,10290,Y,3,
67,WIND,17/11/2021,20,NULL,NULL,NULL,NULL,17/11/2021 10:00,10102,Y,3,
68,WIND,17/11/2021,21,15/11/2021 02:30,10293,16/11/2021 22:30,10499,17/11/2021 10:30,10340,Y,3,
69,WIND,17/11/2021,22,NULL,NULL,NULL,NULL,17/11/2021 11:00,10318,Y,4,
70,WIND,17/11/2021,23,15/11/2021 02:30,10331,16/11/2021 22:30,10481,17/11/2021 11:30,10159,Y,4,
71,WIND,17/11/2021,24,NULL,NULL,NULL,NULL,17/11/2021 12:00,10482,Y,4,
72,WIND,17/11/2021,25,15/11/2021 02:30,10362,16/11/2021 22:30,10543,17/11/2021 12:30,10264,Y,4,
73,WIND,17/11/2021,26,NULL,NULL,NULL,NULL,17/11/2021 13:00,9976,Y,4,
74,WIND,17/11/2021,27,15/11/2021 02:30,10223,16/11/2021 22:30,10499,17/11/2021 13:30,10085,Y,4,
75,WIND,17/11/2021,28,NULL,NULL,NULL,NULL,17/11/2021 14:00,10104,Y,4,
76,WIND,17/11/2021,29,15/11/2021 02:30,10069,16/11/2021 22:30,10405,17/11/2021 14:30,10168,Y,4,
77,WIND,17/11/2021,30,NULL,NULL,NULL,NULL,17/11/2021 15:00,10412,Y,5,
78,WIND,17/11/2021,31,15/11/2021 02:30,9899,16/11/2021 22:30,10246,17/11/2021 15:30,10338,Y,5,
79,WIND,17/11/2021,32,NULL,NULL,NULL,NULL,17/11/2021 16:00,10011,Y,5,
80,WIND,17/11/2021,33,15/11/2021 02:30,9783,16/11/2021 22:30,10067,17/11/2021 16:30,10006,Y,5,
81,WIND,17/11/2021,34,NULL,NULL,NULL,NULL,17/11/2021 17:00,10018,Y,5,
82,WIND,17/11/2021,35,15/11/2021 02:30,9643,16/11/2021 22:30,9918,17/11/2021 17:30,10142,Y,5,
83,WIND,17/11/2021,36,NULL,NULL,NULL,NULL,17/11/2021 18:00,10323,Y,5,
84,WIND,17/11/2021,37,15/11/2021 02:30,9484,16/11/2021 22:30,9703,17/11/2021 18:30,10134,Y,5,
85,WIND,17/11/2021,38,NULL,NULL,NULL,NULL,17/11/2021 19:00,10287,Y,6,
86,WIND,17/11/2021,39,15/11/2021 02:30,9755,16/11/2021 22:30,9648,17/11/2021 19:30,10304,Y,6,
87,WIND,17/11/2021,40,NULL,NULL,NULL,NULL,17/11/2021 20:00,10177,Y,6,
88,WIND,17/11/2021,41,15/11/2021 02:30,10013,16/11/2021 22:30,9712,17/11/2021 20:30,10266,Y,6,
89,WIND,17/11/2021,42,NULL,NULL,NULL,NULL,17/11/2021 21:00,10363,Y,6,
90,WIND,17/11/2021,43,15/11/2021 02:30,10254,17/11/2021 22:30,9044,17/11/2021 21:30,10529,Y,6,
91,WIND,17/11/2021,44,NULL,NULL,NULL,NULL,17/11/2021 22:00,10400,Y,6,
92,WIND,17/11/2021,45,16/11/2021 02:30,10562,17/11/2021 22:30,9341,17/11/2021 22:30,10485,Y,6,
93,WIND,17/11/2021,46,NULL,NULL,NULL,NULL,17/11/2021 23:00,10271,Y,1,
94,WIND,17/11/2021,47,16/11/2021 02:30,10919,17/11/2021 22:30,9932,17/11/2021 23:30,9556,Y,1,
95,WIND,17/11/2021,48,NULL,NULL,NULL,NULL,18/11/2021 00:00,9449,Y,1,
96,WIND,18/11/2021,1,16/11/2021 02:30,11231,17/11/2021 22:30,10532,18/11/2021 00:30,9218,Y,1,
97,WIND,18/11/2021,2,NULL,NULL,NULL,NULL,18/11/2021 01:00,9092,Y,1,
98,WIND,18/11/2021,3,16/11/2021 02:30,11767,17/11/2021 22:30,11022,18/11/2021 01:30,9381,Y,1,
99,WIND,18/11/2021,4,NULL,NULL,NULL,NULL,18/11/2021 02:00,9113,Y,1,
100,WIND,18/11/2021,5,16/11/2021 02:30,12257,17/11/2021 22:30,11446,18/11/2021 02:30,8536,Y,1,
101,WIND,18/11/2021,6,NULL,NULL,NULL,NULL,18/11/2021 03:00,8572,Y,2,
102,WIND,18/11/2021,7,16/11/2021 02:30,12654,17/11/2021 22:30,11693,18/11/2021 03:30,8736,Y,2,
103,WIND,18/11/2021,8,NULL,NULL,NULL,NULL,18/11/2021 04:00,8699,Y,2,
104,WIND,18/11/2021,9,16/11/2021 02:30,12899,17/11/2021 22:30,11846,18/11/2021 04:30,8676,Y,2,
105,WIND,18/11/2021,10,NULL,NULL,NULL,NULL,18/11/2021 05:00,8705,Y,2,
106,WIND,18/11/2021,11,16/11/2021 02:30,13116,17/11/2021 22:30,12003,18/11/2021 05:30,8547,Y,2,
107,WIND,18/11/2021,12,NULL,NULL,NULL,NULL,18/11/2021 06:00,8820,Y,2,
108,WIND,18/11/2021,13,16/11/2021 02:30,13253,17/11/2021 22:30,12222,18/11/2021 06:30,9248,Y,2,
109,WIND,18/11/2021,14,NULL,NULL,NULL,NULL,18/11/2021 07:00,9605,Y,3,
110,WIND,18/11/2021,15,16/11/2021 02:30,13337,17/11/2021 22:30,12386,18/11/2021 07:30,9898,Y,3,
111,WIND,18/11/2021,16,NULL,NULL,NULL,NULL,18/11/2021 08:00,10579,Y,3,
112,WIND,18/11/2021,17,16/11/2021 02:30,13384,17/11/2021 22:30,12513,18/11/2021 08:30,10840,Y,3,
113,WIND,18/11/2021,18,NULL,NULL,NULL,NULL,18/11/2021 09:00,10688,Y,3,
114,WIND,18/11/2021,19,16/11/2021 02:30,13446,17/11/2021 22:30,12601,18/11/2021 09:30,10936,Y,3,
115,WIND,18/11/2021,20,NULL,NULL,NULL,NULL,18/11/2021 10:00,11474,Y,3,
116,WIND,18/11/2021,21,16/11/2021 02:30,13324,17/11/2021 22:30,12689,18/11/2021 10:30,11831,Y,3,
117,WIND,18/11/2021,22,NULL,NULL,NULL,NULL,18/11/2021 11:00,11754,Y,4,
118,WIND,18/11/2021,23,16/11/2021 02:30,13174,17/11/2021 22:30,12661,18/11/2021 11:30,11738,Y,4,
119,WIND,18/11/2021,24,NULL,NULL,NULL,NULL,18/11/2021 12:00,11367,Y,4,
120,WIND,18/11/2021,25,16/11/2021 02:30,12996,17/11/2021 22:30,12580,18/11/2021 12:30,10146,Y,4,
121,WIND,18/11/2021,26,NULL,NULL,NULL,NULL,18/11/2021 13:00,10016,Y,4,
122,WIND,18/11/2021,27,16/11/2021 02:30,12729,17/11/2021 22:30,12389,18/11/2021 13:30,10071,Y,4,
123,WIND,18/11/2021,28,NULL,NULL,NULL,NULL,18/11/2021 14:00,9737,Y,4,
124,WIND,18/11/2021,29,16/11/2021 02:30,12438,17/11/2021 22:30,12143,18/11/2021 14:30,9541,Y,4,
125,WIND,18/11/2021,30,NULL,NULL,NULL,NULL,18/11/2021 15:00,9288,Y,5,
126,WIND,18/11/2021,31,16/11/2021 02:30,12128,17/11/2021 22:30,11905,18/11/2021 15:30,9350,Y,5,
127,WIND,18/11/2021,32,NULL,NULL,NULL,NULL,18/11/2021 16:00,9873,Y,5,
128,WIND,18/11/2021,33,16/11/2021 02:30,12144,17/11/2021 22:30,11890,18/11/2021 16:30,10890,Y,5,
129,WIND,18/11/2021,34,NULL,NULL,NULL,NULL,18/11/2021 17:00,11067,Y,5,
130,WIND,18/11/2021,35,16/11/2021 02:30,12123,17/11/2021 22:30,11846,18/11/2021 17:30,11235,Y,5,
131,WIND,18/11/2021,36,NULL,NULL,NULL,NULL,18/11/2021 18:00,11374,Y,5,
132,WIND,18/11/2021,37,16/11/2021 02:30,12065,17/11/2021 22:30,11946,18/11/2021 18:30,11319,Y,5,
133,WIND,18/11/2021,38,NULL,NULL,NULL,NULL,18/11/2021 19:00,11267,Y,6,
134,WIND,18/11/2021,39,16/11/2021 02:30,12110,17/11/2021 22:30,11992,18/11/2021 19:30,11298,Y,6,
135,WIND,18/11/2021,40,NULL,NULL,NULL,NULL,18/11/2021 20:00,11373,Y,6,
136,WIND,18/11/2021,41,16/11/2021 02:30,12142,17/11/2021 22:30,12029,18/11/2021 20:30,11348,Y,6,
137,WIND,18/11/2021,42,NULL,NULL,NULL,NULL,18/11/2021 21:00,11237,Y,6,
138,WIND,18/11/2021,43,16/11/2021 02:30,12133,18/11/2021 22:30,11662,18/11/2021 21:30,11120,Y,6,
139,WIND,18/11/2021,44,NULL,NULL,NULL,NULL,18/11/2021 22:00,10679,Y,6,
140,WIND,18/11/2021,45,17/11/2021 02:30,11417,18/11/2021 22:30,11612,18/11/2021 22:30,10381,Y,6,
141,WIND,18/11/2021,46,NULL,NULL,NULL,NULL,18/11/2021 23:00,10012,Y,1,
142,WIND,18/11/2021,47,17/11/2021 02:30,11361,18/11/2021 22:30,11601,18/11/2021 23:30,9866,Y,1,
143,WIND,18/11/2021,48,NULL,NULL,NULL,NULL,19/11/2021 00:00,9706,Y,1,
0,WIND,19/11/2021,1,17/11/2021 02:30,11305,18/11/2021 22:30,11497,19/11/2021 00:30,9317,Y,1,
1,WIND,19/11/2021,2,NULL,NULL,NULL,NULL,19/11/2021 01:00,9421,Y,1,
2,WIND,19/11/2021,3,17/11/2021 02:30,11235,18/11/2021 22:30,11275,19/11/2021 01:30,9405,Y,1,
